text,category
"In making any extension of credit that is subject to this article, a bank shall comply with all other applicable provisions of this division relating to extensions of credit by banks.",Finance
No provision of this article or of Article 3 (commencing with Section 1480) of Chapter 14 shall apply to an advance of money made by a bank pursuant to Section 317 of the Corporations Code.,Finance
"A bank may make a loan, otherwise complying with the provisions of this division, for the benefit of a trust, notwithstanding that the bank or any one or more executive officers or directors of the bank are trustees of the trust.",Finance
"Any bank that makes an extension of credit in violation of this article is subject to a civil penalty pursuant to Section 329. Any person, other than the bank making the extension of credit, who knowingly makes or procures an extension of credit in violation of this article is guilty of a felony.",Finance
A bank account by or in the name of a minor shall be held for the exclusive right and benefit of such minor and shall be paid to such minor or to his order and payment so made is a valid release and discharge to the bank for such deposit or any part thereof.,Finance
"A bank account by or in the name of a married person shall be held for the exclusive right and benefit of the person, shall be free from the control or lien of any other person except a creditor, and shall be paid to the person or to the order of the person, and payment so made is a valid and sufficient release and discharge to the bank for the deposit or any part thereof.",Finance
A bank account that is a multiple-party account as defined in Section 5132 of the Probate Code is governed by Part 2 (commencing with Section 5100) of Division 5 of the Probate Code.,Finance
"No bank, directly or indirectly, by any device whatever, shall pay any interest on any demand deposit except to the extent that the payment of interest on demand deposits is permitted to member banks of the Federal Reserve System or to banks whose deposits are insured by the Federal Deposit Insurance Corporation or any successor federal agency insuring bank deposits. This section shall not apply to any deposit which is payable only at an office of the bank located outside of the states of the United States and the District of Columbia.",Finance
"Notwithstanding Section 10145 of the Business and Professions Code or any other provision of law, but subject to the limitations of Section 854, benefits accruing from the placement in a noninterest bearing account of a financial institution of funds received by a real estate broker who collects payments or provides services in connection with a loan secured by a lien on real property under subdivision (d) of Section 10131 or Section 10131.1 of the Business and Professions Code shall inure to the broker, unless otherwise agreed in writing by the broker and the lender or note owner on the loan. A borrower shall receive at least 2 percent simple interest per annum on impound account payments covered by Section 2954.8 of the Civil Code. For purposes of this section “financial institution” means any institution the business of which is engaging in financial activities as described in Section 1843(k) of Title 12 of the United States Code.",Finance
"(a) Notwithstanding Section 10145 of the Business and Professions Code or any other provision of law, benefits accruing from the placement in an interest bearing account of a financial institution of funds received by a real estate broker, as defined in Section 10131 of the Business and Professions Code, who collects payments or provides services for an institutional investor in connection with a loan secured by commercial real property may inure to the real estate broker, if agreed to in writing by the real estate broker and that institutional investor as to that loan.
(b) For purposes of this section, the following definitions shall apply:
(1) “Commercial real property” means real estate improved with other than a one-to-four family residence.
(2) “Financial institution” means any institution the business of which is engaging in financial activities as described in Section 1843(k) of Title 12 of the United States Code.
(3) “Institutional investor” has the meaning set forth in subdivision (i) of Section 50003.",Finance
"(a) In this section:
(1) “Creditor” includes, but is not limited to, a depositor.
(2) “Insolvency,” when used with respect to a bank, means that the bank is unable to pay its debts as they come due.
(b) This section does not apply to any of the following:
(1) Any transaction authorized under Section 1463 or 1465.
(2) Any transaction made by a bank in the ordinary course of its business.
(c) No bank may pay or secure a creditor if the bank does so (1) after committing an act of insolvency or in contemplation of insolvency and (2) with a view to preventing the application of its assets in the manner prescribed in Chapter 7 (commencing with Section 600) of Division 1 or with a view to the preference of one creditor to another.
(d) Any transaction made by a bank in violation of this section is void.",Finance
An overdraft of more than 90 days standing shall not be allowed as an asset of any bank.,Finance
"A bank may act as a depositary, paying agent, trustee, or fiscal agent for the holding or handling of public funds or securities notwithstanding the fact that a member of the legislative body or an officer or employee of the depositor is an officer, employee, or stockholder of such bank, or of a holding company that owns any of the stock of such bank. Such member of a legislative body, or such officer or employee thereof, shall not be deemed “interested in any contract” as that phrase is used in Section 1090 of the Government Code, if his sole interest is the fact that he is an officer, employee, or stockholder of the bank selected to act as such depositary, paying agent or fiscal agent.
An officer or employee of a local public agency shall be deemed to have only a “remote interest” in a contract, as that phrase is used in Section 1091 of the Government Code, where such contract is entered into without competitive bidding under a procedure established by law, if his sole interest is that of an officer, director, or employee, of a bank, bank holding company, or savings and loan association with which a party to the contract has the relationship of borrower or depositor, debtor or creditor, and if the conditions of subdivision (a) of Section 1091 of the Government Code are met.",Finance
"When a statement of account has been rendered by a bank to a depositor accompanied by vouchers, if any, which are the basis for debit entries in such account, such account shall, after the period of four years from the date of its rendition, in the event no objection thereto has been theretofore made by the depositor, be deemed finally adjusted and settled and its correctness conclusively presumed and such depositor shall thereafter be barred from questioning the correctness of such account for any cause.
A statement of account within the meaning of this section shall be deemed to have been rendered on a savings or time account when the bank, by making a notation in the depositor’s bank book or in some other manner reasonably calculated to give notice thereof to the depositor indicates that a certain sum is the correct balance of the account.
Nothing herein shall be construed to relieve the depositor from the duty now imposed by law of exercising due diligence in the examination of such account and vouchers, if any, when rendered by the bank and of immediate notification to the bank upon discovery of any error therein, nor from the legal consequences of neglect of such duty; nor to prevent the application of subsection (3) of Section 340 of the Code of Civil Procedure to cases governed thereby.",Finance
"(a) No bank shall impose any charge on a savings account or on a depositor for the failure of a depositor to deposit, or for the late deposit of, any agreed periodic installment deposit into that account. A bank shall pay interest on savings accounts as to which a depositor has agreed to make periodic installment deposits at a rate of interest per annum that is not less than the lowest rate paid on other types of savings deposits.
(b) As used in this section “savings account” means a Christmas club account, a vacation club account, or other similar periodic installment deposit account maintained by a natural person, irrespective of its classification as a savings deposit or time deposit open account for purposes of state or federal law or regulations.",Finance
"(a) For the purposes of this section:
(1) “Customer” means one or more natural persons.
(2) “Debt” means an interest-bearing obligation or an obligation which by its terms is payable in installments, which has not been reduced to judgment, arising from an extension of credit to a natural person primarily for personal, family, or household purposes, and does not mean a charge for bank services or a debit for uncollected funds or for an overdraft of an account imposed by a bank on a deposit account.
(b) A bank is limited in exercising any setoff for a debt claimed to be owed to the bank by a customer in that a setoff shall not result in an aggregate balance of less than one thousand dollars ($1,000) as shown on the records of the bank for all demand deposit accounts maintained by a customer with the bank or any branch thereof.
(c) Not later than the day following the exercise of any setoff with respect to a deposit account for any debt claimed to be owed to the bank by a customer, the bank shall deliver to each customer personally or send by first-class mail postage prepaid to the address of each customer as shown on the records of the bank a written notice in at least 10-point type containing the following:
(1) A statement that the bank has set off a debt or a portion thereof against the customer’s deposit account, identifying the account, and giving the respective balances before and after the setoff.
(2) A statement identifying the debt set off against the account and giving the respective balances due before and after the setoff.
(3) A statement that if the customer claims that the debt has been paid or is not now owing, or that the funds in the deposit account consist of moneys expressly exempt pursuant to Chapter 4 (commencing with Section 703.010) of Division 2 of Title 9 of Part 2 of the Code of Civil Procedure, and listed in the notice, the customer may execute and return the notice to the bank by mail at the address shown or personally to the bank branch where the customer’s account is maintained not later than 20 days after the date of mailing or personal delivery.
(4) A statement that if the notice is executed and returned, the bank may file an action in court to collect the debt; that if a lawsuit is filed, the customer will be notified and have an opportunity to appear and defend; and that if the bank is successful, the customer will be liable for court costs, and attorney’s fees, if the debt so provides.",Finance
"(d) If the response form described in subdivision (c) executed by the customer is received by the bank not later than 20 days after the date of mailing or personal delivery of the written notice, the amount of the setoff for any debt claimed to be owed to the bank by a customer, and any bank service charges resulting from the setoff, shall be reversed and such amount shall be credited to the deposit account not later than the end of the business day following receipt of such executed response form.
(e) The limitations provided in this section do not apply to a deposit account, other than a demand deposit account, in which the bank has a security interest expressed by a written contract as collateral for the debt owing to the bank by the customer.
(f) The limitations provided in this section do not apply when a customer previously has authorized a bank in writing to periodically debit a deposit account as the agreed method of payment of the debt.
(g) The limitations provided in this section shall apply only to the exercise by a bank a setoff with respect to debts claimed to be owing to it by customers on or after July 1, 1976.
(h) Nothing in this section shall prejudice a person’s right to assert exemptions under Chapter 4 (commencing with Section 703.010) of Division 2 of Title 9 of Part 2 of the Code of Civil Procedure, or to assert a claim or defense as to the validity of the debt, in a judicial proceeding.",Finance
Any bank which delivers or has heretofore delivered to the State Treasurer pursuant to law any unclaimed or abandoned deposit shall not thereafter be liable to any person for the same and any action which may be brought by any person against a bank for money so delivered to the State Treasurer shall be defended by the Attorney General without cost to the bank.,Finance
"Notice to any bank of an adverse claim (the person making the adverse claim being hereafter called “adverse claimant”) to a deposit standing on its books to the credit of or to personal property held for the account of any person shall be disregarded, and the bank, notwithstanding the notice, shall honor the checks, notes, or other instruments requiring payment of money by or for the account of the person to whose credit the account stands and on demand shall deliver that property to, or on the order of, the person for whose account the property is held, without any liability on the part of the bank; subject, however, to the exceptions provided in subdivisions (a) and (b):
(a) If an adverse claimant delivers to the bank at the office at which the deposit is carried or at which the property is held an affidavit of the adverse claimant stating that of the adverse claimant’s own knowledge the person to whose credit the deposit stands or for whose account the property is held is a fiduciary for the adverse claimant and that the adverse claimant has reason to believe the fiduciary is about to misappropriate the deposit or the property, and stating the facts on which the claim of fiduciary relationship and the belief are founded, the bank shall refuse payment of the deposit and shall refuse to deliver the property for a period of not more than three court days (including the day of delivery) from the date that the bank received the adverse claimant’s affidavit, without liability on its part and without liability for the sufficiency or truth of the facts alleged in the affidavit.",Finance
"(b) If at any time, either before, after, or in the absence of the filing of an affidavit by the adverse claimant, the adverse claimant procures and serves upon the bank at the office at which the deposit is carried or at which the property is held a restraining order, injunction, or other appropriate order against the bank from a court of competent jurisdiction in an action in which the adverse claimant and all persons in whose names the deposit stands or for whose account the property is held are parties, the bank shall comply with the order or injunction, without liability on its part.
(c) This section shall be applicable even though the name of the person appearing on the bank’s books to whose credit the deposit stands or for whose account the property is held is modified by a qualifying or descriptive term such as “agent,” “trustee,” or other word or phrase indicating that the person may not be the owner in his or her own right of the deposit or property.
(d) Nothing in the California Multiple-Party Accounts Law contained in Part 2 (commencing with Section 5100) of Division 5 of the Probate Code limits the applicability of this section.
(e) For purposes of this section, the term “office at which the deposit is carried” shall mean the branch, office, or other location where the account containing the subject deposit is carried or maintained.
(f) Notwithstanding subdivisions (a) and (b), if a central location has been designated by the bank pursuant Section 684.115 of the Code of Civil Procedure for service of legal process, as that term is defined in Section 684.110 of the Code of Civil Procedure, the adverse claimant shall serve a notice of adverse claim or related affidavit, order, injunction, or other order contemplated herein at the central location. If a central location has not but should have been designated by the bank pursuant Section 684.115 of the Code of Civil Procedure for service of legal process, as that term is defined in Section 684.110 of the Code of Civil Procedure, the adverse claimant may serve a notice of adverse claim or related affidavit, order, injunction, or other order contemplated herein at any branch or office of the institution located in this state.",Finance
"When the depositor of a commercial or savings account has authorized any person to make withdrawals from the account, the bank, in the absence of written notice otherwise, may assume that any check, receipt, or order of withdrawal drawn by such person in the authorized form or manner, including checks drawn to his personal order and withdrawal orders payable to him personally, was drawn for a purpose authorized by the depositor and within the scope of the authority conferred upon such person.",Finance
"A bank need not recognize or give any effect to (1) any claim to a deposit of cash or securities standing on its books to the credit of, or held by it for the account of, any corporation, firm or association in occupied territory or (2) any advice, statute, rule or regulation purporting to cancel or to give notice of the cancellation of the authority of any person at the time appearing on the books of such bank as authorized to withdraw or otherwise dispose of cash or securities of such corporation, firm or association, unless such bank is required so to do by appropriate process procured against it in a court of competent jurisdiction in the United States in a cause therein instituted by or in the name of such corporation, firm or association, or unless the person making such claim or giving such advice or invoking such statute, rule or regulation, as the case may be, shall execute to such bank, in form and with sureties acceptable to it, a bond indemnifying it from any and all liability, loss, damage, costs and expenses for and on account of recognizing or giving any effect to such claim, advice, statute, rule or regulation.
For the purposes of this section (1) the term “occupied territory” shall mean territory occupied by a dominant authority asserting governmental, military or police powers of any kind in such territory, but not recognized by the United States as the de jure government of such territory, and (2) the term “corporation, firm or association in occupied territory” shall mean a corporation, firm or association which has, or at any time has had, a place of business in territory which has at any time been occupied territory.
The provisions of this section shall be effective only in cases where (1) such claim or advice purports or appears to have been sent from or is reasonably believed to have been sent pursuant to orders originating in, such occupied territory during the period of occupation, or (2) such statute, rule or regulation appears to have emanated from such dominant authority and purports to be or to have been in force in such occupied territory during the period of occupation.
This section applies to claims, advices, statutes, rules or regulations given or invoked either before or after the effective date of this section.",Finance
"Whenever a bank certifies a check, the amount thereof shall be immediately charged against the account of the drawer.",Finance
"It shall be unlawful for any officer or employee of a bank to certify any check drawn upon such bank, unless the drawer has on deposit with the bank, at the time such check is certified, an amount to his credit on the books of the bank not less than the amount specified therein.
Any bank officer or employee who wilfully violates the provisions of this section or who resorts to any device or receives any fictitious obligations directly or indirectly in order to evade the provisions of this section is guilty of a felony.",Finance
"A commercial bank shall not rediscount, borrow money, or hypothecate its assets as security for money borrowed except to the extent and upon the conditions set forth in this division.",Finance
Assets hypothecated by a commercial bank as security for moneys borrowed shall not exceed in value the amount borrowed by more than 50 percent except with the prior written consent of the commissioner.,Finance
"A commercial bank may borrow money by discounting or otherwise, and may borrow money secured by real property owned by the bank, to an amount not in excess of its shareholders’ equity, but shall not borrow money except as provided in Sections 1464 and 1465 in excess of such amount without the prior written approval of the commissioner.
The amounts of moneys so borrowed by a commercial bank together with the amount of any of its deposits secured by surety bonds shall not at any one time exceed the amount of its shareholders’ equity without the prior written approval of the commissioner.",Finance
"A commercial bank may hypothecate its assets in any manner provided by law to secure the deposits of moneys of the United States, of postal savings funds, of estates in bankruptcy cases, of the State of California, or of any political subdivision, public corporation, or district of the State of California. With the prior approval of the commissioner a bank may hypothecate its assets to secure moneys payable to other states.",Finance
"A commercial bank may borrow for the purpose of buying from the United States, United States bonds, United States Treasury certificates, or notes or other obligations of the United States.",Finance
"A commercial bank may rediscount with, borrow money from, or hypothecate its assets as security for money borrowed from a Federal Reserve bank, the Federal Deposit Insurance Corporation, or the Federal Home Loan Bank.",Finance
A commercial bank may issue negotiable certificates of deposit transferable by endorsement and delivery and nonnegotiable certificates transferable only on the books of the bank.,Finance
"A commercial bank located in a place the population of which does not exceed 5,000 persons according to the most recent official federal or state census may act as agent for any fire, life, or other insurance company authorized to do business in California by soliciting and selling insurance and collecting premiums and may receive for such services such fees and commissions as may be agreed upon with the insurance company if the bank is engaged in such business on October 1, 1949, and is duly licensed under the Insurance Code, and may act also as the broker or agent for others in making or procuring loans on real property located within 100 miles of the place in which the bank is located and may receive for such services a fee or a commission if it is engaged in such business on October 1, 1949, and is duly licensed. In engaging in either of such businesses the bank shall comply with all rules and regulations of the commissioner relating thereto and shall not guarantee either the principal or interest of any loan procured by it as broker or agent or assume or guarantee the payment of any premium on insurance policies written through it as agent or broker or guarantee the truth of any statement made by an insured in filing an application for insurance.",Finance
"(a) In this article and in Article 4 (commencing with Section 1710) of Chapter 19, “affiliate,” when used with respect to a specified person, means any person controlling, controlled by, or under common control with, the specified person, directly or indirectly, through one or more intermediaries.
(b) “Control” has the meaning set forth in Section 1250.
(c) “Regulated corporation” means any corporation or limited liability company or similar entity in which a bank makes an equity investment and which the bank controls.
(d) “Securities issued by a person” means any debt, equity, or other security issued by a person, and any and all affiliates of that person, issued for the benefit of that person or for the benefit of an affiliate of that person.",Finance
"(a) Subject to the limitations and exceptions in Sections 1481 and 1510, a bank may hold both obligations made by a person, and securities issued by that same person.
(b) The total amount of obligations and securities held by a bank pursuant to subdivision (a) shall not exceed 25 percent of the sum of the shareholders’ equity, allowance for loan and lease losses, capital notes and debentures of the bank.",Finance
"Subject to prior approval by the commissioner and to any limitations the commissioner may impose, the limitations in Sections 1471, 1481, and 1510 shall not apply to loans made by a bank to, and the bank’s investments in securities of, its regulated corporations.",Finance
"Sections 1481 and 1510 shall not apply to investments held by a bank prior to January 1, 2009. All authorizations regarding investments by a bank issued by the commissioner prior to January 1, 2009, are terminated.",Finance
"Whenever the public administrator becomes the administrator of the estate of a decedent who at the time of his death left money on deposit with a commercial bank, the public administrator may allow such deposit to remain in the commercial bank and may deposit therein to the account of the decedent any moneys of said estate not required for current expenses of administration, and in such cases the public administrator need not deposit the same with the county treasurer. Moneys so deposited, whether by the decedent or by the public administrator, may be withdrawn upon the order of the public administrator countersigned by a judge of the superior court when required for the purpose of administration or otherwise.",Finance
"A commercial bank accepting savings deposits shall provide by its bylaws or by contract with its savings depositors the time and condition on which repayment is to be made to such depositors. The bank shall not waive any requirement of notice before payment of any savings deposit except as to all savings deposits.
Whenever there is any call by savings depositors for repayment of a greater amount than the bank may have disposable for that purpose, the bank must not make any new loan or investment until such excess call has ceased.",Finance
"For the purposes of any law authorizing or providing for the deposit of funds with a savings bank, a commercial bank accepting savings deposits shall be deemed a savings bank",Finance
"Notice to a bank operating a safety deposit department or to a company conducting a safety deposit business of an adverse claim (the person making the adverse claim being hereafter in this section called “adverse claimant”) to any personal property in a safe-deposit box maintained by a bank or company and rented to any person, or to any personal property held by the bank or company in safekeeping or storage for any person shall be disregarded, and the bank or company, notwithstanding such notice, shall permit access to the box to the person to whom it is rented or shall deliver the contents thereof to or on the order of the person or shall deliver the property held in storage or safekeeping to or on the order of the person for whom it is held, without any liability on the part of the bank or company; subject, however, to the exceptions provided in subdivisions (a) and (b) of this section:
(a) If an adverse claimant delivers to the bank at the office at which the safe-deposit box is maintained or the property is held his or her affidavit stating that of his or her own knowledge the person in whose name the box stands or for whom the property is held is a fiduciary for the adverse claimant and that he or she has reason to believe that fiduciary is about to misappropriate the contents of the box or the property, and stating the facts upon which the claim of fiduciary relationship and the belief are founded, the bank or company shall refuse access to the safe-deposit box or refuse to deliver the personal property for a period of not more than three court days (including the day of delivery) from the date that the bank or company received the adverse claimant’s affidavit, without liability on its part and without liability for the sufficiency or truth of the facts alleged in the affidavit.",Finance
"(b) If at any time, either before, after, or in the absence of the filing of an affidavit by the adverse claimant, the adverse claimant procures and serves upon the bank or company at the office at which the safe-deposit box is maintained or the property is held a restraining order, injunction, or other appropriate order against the bank or company from a court of competent jurisdiction in an action in which the adverse claimant and all persons in whose names the box stands or for whom the property is held are parties, the bank or company shall comply with that order or injunction, without liability on its part.
(c) The provisions of this section shall be applicable even though the name of the person appearing on the bank’s or company’s books as the renter of the box or as the depositor of the property held in storage or safekeeping is modified by a qualifying or descriptive term such as “agent,” “trustee,” or other word or phrase indicating that the person may not be the owner in his or her own right of the contents of the box or of the property held in storage or safekeeping.",Finance
"(d) Before giving access to any safe-deposit box, the bank or company may demand payment to it of all costs and expenses of opening the safe-deposit box and all costs and expenses of repairing any damage to the safe-deposit box caused by the opening thereof.
(e) Notwithstanding subdivisions (a) and (b), if a central location has been designated by the bank pursuant Section 684.115 of the Code of Civil Procedure for service of legal process, as that term is defined in Section 684.110 of the Code of Civil Procedure, the adverse claimant shall serve a notice of adverse claim or related affidavit, order, injunction, or other order contemplated herein at the central location. If a central location has not but should have been designated by the bank pursuant Section 684.115 of the Code of Civil Procedure for service of legal process, as that term is defined in Section 684.110 of the Code of Civil Procedure, the adverse claimant may serve a notice of adverse claim or related affidavit, order, injunction, or other order contemplated herein at any branch or office of the institution located in this state.",Finance
Every bank conducting a safe-deposit business shall be entitled to the special remedies set forth in this article in enforcing the liabilities of safe-deposit box renters and of safekeeping and storage depositors.,Finance
"If the rental of any safe-deposit box is not paid within six months from the day it is due, the bank, or at any time thereafter and while such rental remains unpaid, may mail a notice to the person in whose name such box stands on its records stating that if the amount due for such rental is not paid on or before a specified day, which must be at least 30 days after the date of mailing such notice, the bank will cause such box to be forced open.",Finance
"At any time after the date specified in such notice, if the rental for such safe-deposit box to the date of payment and the cost of giving such notice have not been paid, the bank, in the presence of two of its employees, one of whom shall be an officer of the bank, may cause such box to be opened and the contents thereof to be removed and inventoried. The inventory shall be signed by such persons.",Finance
"The following persons, and no others, are entitled to receive from the bank a copy of the inventory:
(a) An executor of the decedent’s will.
(b) The administrator of the decedent’s estate.
(c) The attorney for the executor or administrator.
(d) A tenant of the safe-deposit box.
(e) Any heir of the decedent or beneficiary under the decedent’s will.
(f) Any person whom the superior court having jurisdiction by order directs should be allowed to obtain a copy of the inventory.",Finance
"All contents removed from a safe-deposit box pursuant to Section 1632 shall be retained by the bank for at least two years unless sooner delivered to or on the order of the person in whose name such box stood on the records of the bank. The bank shall deliver the contents of such box to or on the order of the person in whose name such box stood on its records, upon payment to it before such contents are sold or destroyed, of all rental due at the time of opening the box, the cost of giving notice, the charges for opening the box and for custody of the contents, and any other proper charges. The bank may deliver such contents on the order of the person in whose name such box stood on its records, irrespective of any information disclosed by the contents indicating ownership thereof by any other person.",Finance
"At any time after two years from the day when a safe-deposit box has been opened pursuant to this article, the bank may mail a notice to the person in whose name such box stood on its records, stating that unless the amounts due to the bank for rental, for the cost of mailing and publishing notice of sale, and for its charges for opening the box and for custody of its contents, and any other proper charges, giving the total amount thereof, are paid, the bank will offer for sale the contents thereof at a time and place named in such notice, which time shall be at least 30 days after the mailing thereof. If the amounts specified in such notice are not paid before the time of sale designated therein, the bank may sell all or any portion of the contents of such box, other than contents of the character described in Section 1668 and other than bonds and other securities which at the time of sale are listed on an established stock exchange in the United States, at public sale at the time and place given in such notice. Notice of the time and place of sale shall be published in a newspaper of general circulation in the county in which the sale is to be held once at least five days before the date of sale, or if no such newspaper is published in the county such notice shall be posted in three public places in the county at least five days before the date of sale. Such notice need describe the property only in general terms and as the unclaimed contents of a safe-deposit box. Such sale may be postponed from time to time by public pronouncement at the time and place of sale.",Finance
"Notwithstanding any of the provisions of this article, no stocks, bonds, or other securities which, at the time of sale pursuant to Section 1635, are listed on any established stock exchange in the United States may be sold at public sale but may be sold at any time thereafter through an established stock exchange.",Finance
"Upon the making of a sale of any securities, an officer of the bank shall execute and attach to the securities so sold an affidavit reciting facts showing that such securities were sold pursuant to this article and that the provisions of this article governing such sale have been complied with. The affidavit shall be and constitute sufficient authority to any corporation whose stock is so sold or to any registrar or transfer agent of such corporation to cancel the certificates of stock so sold and to issue a new certificate or certificates representing such stock to the purchaser thereof, and to any registrar, trustee, or transfer agent of registered bonds or other securities, to register any such bonds or other securities in the name of the purchaser thereof.",Finance
"From the proceeds of any sale the bank shall deduct the amount set forth in such notice and any further charges which may have accrued since the mailing of the notice and shall record the balance of the proceeds, if any, on its books as a liability payable to the person in whose name the safe-deposit box was rented.",Finance
"Any documents, letters, or other articles found in a safe-deposit box opened pursuant to Section 1632, which in the judgment of at least two officers of the bank have no intrinsic or marketable value, need not be offered for sale. Any documents, letters, and articles and any other contents which have been offered for sale and for which no purchaser has been found, shall be retained by the bank for not less than one year from the date when the box was opened. At any time thereafter, unless sooner delivered to or on the order of the person in whose name the box stood on the records of the bank, the documents, letters, and articles and also those contents which have been offered for sale and for which no purchaser has been found, may be destroyed in the presence of an officer of the bank, but if no notice of intended sale of the contents of the box has been given pursuant to Section 1635, the bank shall mail a notice of its intention to destroy the documents, letters, and articles at least 30 days before the destruction of the same to the person in whose name the box stood on the records of the bank.",Finance
" If, before the effective date of this section, a bank or its predecessor in interest, has caused a safe-deposit box to be opened for nonpayment of rental, and the contents of such box or any part thereof remain in its custody, it shall be entitled to the special remedies in enforcing the liability of the former renter of such box as set forth in Sections 1634 to 1639, inclusive, whether or not such box was rented prior to October 1, 1949.",Finance
"Whenever a bank receives personal property for safekeeping or storage as bailee and issues a receipt therefor, the bank may enforce its lien as warehouseman in accordance with the provisions of the Uniform Commercial Code or at its option in the manner provided in Sections 1671 to 1673, inclusive, of this article.",Finance
"If the amount charged by a bank for the safekeeping or storage of personal property is not paid within six months from the day it is due, the bank, at any time thereafter and while such charges remain unpaid, may mail a notice to the person in whose name the receipt was issued, giving the amount then due for such safekeeping or storage and stating that unless such amount and any other charges accruing to the date of payment are paid, the bank will sell such personal property at a time and place named therein, which time shall be at least 30 days after the mailing of such notice. If the amount specified in such notice and all other charges of the bank and expenses of mailing and publishing notice of sale accruing to time of payment are not paid, the bank may sell all or any portion of such personal property at public sale at the time and place given in such notice. Notice of the time and place of sale shall be published once at least five days before the date of sale in a newspaper of general circulation published in the county in which the sale is to be held, or if no such newspaper is published in the county such notice shall be posted in three public places in the county at least five days before the date of sale. Such sale may be postponed from time to time by public pronouncement at the time and place of sale. The bank may include in the notice required to be mailed a statement to the effect that if the amount due at that time is not paid at least 10 days before the date set for the sale, it may cause any container in which any of such personal property may be, to be opened and the contents thereof to be sold at the time and place fixed for the sale with or without such container, or the container may be sold without the contents. If such statement is included in the notice, the bank, at any time within 10 days before the date fixed for the sale, may open any such container and remove the contents in the presence of two employees of the bank, one of whom shall be an officer thereof, both of whom shall make and sign an inventory of the contents. Thereafter, on the day fixed for the sale, the contents may be sold as a whole or separately and with or without the container, or the container may be sold without the contents.",Finance
"From the proceeds of the sale, the bank shall deduct all charges as stated in the final notice, together with any further charges that have accrued since the mailing thereof, and reasonable expenses for notices, advertising, and sale, and shall credit the balance of the proceeds, if any, to an account in the name of the person in whose name the receipt for such personal property was issued.",Finance
"Any documents, letters, or other articles which, in the judgment of an officer of the bank, have no apparent intrinsic or marketable value, need not be offered for sale. The documents, letters, and articles and any other articles which have been offered for sale and for which no purchaser has been found, shall be retained by the bank for not less than one year from the date when notice of sale was mailed. At any time thereafter, unless sooner delivered to or on the order of the person in whose name the receipt was issued, the documents, letters and articles may be destroyed in the presence of an officer of the bank and of a notary public.",Finance
"The power conferred on a bank to sell the contents of a safe-deposit box or personal property received for safekeeping or storage for nonpayment of rental or other charges, includes power to sell any bonds, stock certificates, promissory notes, choses in action, or other securities, and any other tangible or intangible property found in such box or in the container in which such personal property was received for safekeeping or storage, regardless of whether it appears from such securities or property that the person in whose name the box stood or to whom the safekeeping or storage receipt was issued, possesses title to any interest in such securities or other property or power to transfer such title or interest.",Finance
"A bank holding a safe-deposit box originally rented from, or personal property against which a safekeeping or storage receipt was issued by, a predecessor in interest, or a bank holding the contents of such box, shall be entitled to the remedies as to such box or the contents thereof or as to the safekeeping or storage of such property in like manner and to the same extent as if such box had been rented from or such safekeeping or storage of personal property had been received by such bank in the first instance.",Finance
"The provisions of this article do not preclude any other remedy by action or otherwise now or hereafter existing for the enforcement of the claims of a bank against the person in whose name the safe-deposit box stood or stands, or in whose name the safekeeping or storage receipt was issued, nor bar the right of a bank to so recover, at its option, either the entire amount of the debt due to it without recourse to sale of the property, if any, or so much of the debt due to it as shall not have been paid by the proceeds of the sale of all or any portion of the property deposited with it.",Finance
"If the principal of, or interest or dividends on, any securities that have come into the possession of any bank by reason of action taken pursuant to this article, is due and payable at the time such securities come into the bank’s possession, or thereafter while such securities remain in the possession of the bank, shall become due and payable, the bank at its election may collect such principal, interest, or dividends and from the proceeds thereof may deduct all sums then due to it from the person to whom such safe-deposit box was rented or to whom such safekeeping or storage receipt was issued. The remainder of the money so collected, if any, shall be credited by the bank to the account of the delinquent boxholder or of the person in whose name the safekeeping or storage receipt was issued.",Finance
"(a) Whenever this article requires that notice be sent to a person, and the box stood or stands on the records of the bank or the safekeeping or storage receipt was issued in the names of two or more persons, notice addressed to either or to any one of the two or more persons shall be binding upon and effective as to the remaining person or all remaining persons, and notice addressed to the name of any deceased individual shall be binding upon his or her legal representatives and on his or her heirs and legatees.
(b) Whenever this article requires that notice be published prior to a sale, the notice shall include the name and address of the person in whose name the safe-deposit box stood on the records of the bank or the safekeeping or storage receipt was issued. The names and addresses of all persons whose property is to be sold at the same time and place may be included in a single published notice.
(c) Whenever this article requires that an amount be credited to the account of a person in whose name a safe-deposit box stood on the records of the bank or a safekeeping or storage receipt was issued, and the box stood or the receipt was issued in two or more names, the account shall be in both or all the names, subject to withdrawal by or upon the written order of any one or more of those persons, or by their successors or legal representatives.
(d) Whenever this article requires that a notice shall be mailed to the person in whose name the safe-deposit box stood on the records of the bank or a safekeeping or storage receipt was issued, the notice shall be deemed to have been so mailed if it is enclosed in a sealed envelope addressed to the person in whose name the safe-deposit box stood in the office of the bank at which the records of the safe-deposit box rentals are kept, or to the person in whose name the receipt was issued, as the case may be, addressed to the person at the address or place appearing on the safe-deposit or storage records of the office, and the envelope with postage prepaid has been deposited by at least first-class mail in the United States mail.",Finance
